Epoch,Iteration,Loss
14,7,0.330245554
14,8,0.376724422
14,9,0.289665997
14,10,0.344286621
15,0,0.318656743
15,1,0.338228106
15,2,0.338343889
15,3,0.302040875
15,4,0.349032104
15,5,0.329353631
15,6,0.331199646
15,7,0.302349746
15,8,0.278377652
15,9,0.329428196
15,10,0.368732065
16,0,0.327195942
16,1,0.369603932
16,2,0.296220839
16,3,0.287084818
16,4,0.325654238
16,5,0.346890628
16,6,0.346258581
16,7,0.27747941
16,8,0.322242439
16,9,0.293053329
16,10,0.334156871
17,0,0.337382972
17,1,0.322369754
17,2,0.276254058
17,3,0.297034621
17,4,0.287074685
17,5,0.256900668
17,6,0.293414831
17,7,0.321377248
17,8,0.370893687
17,9,0.308883578
17,10,0.184307963
18,0,0.313387305
18,1,0.323244631
18,2,0.352987468
18,3,0.363300562
18,4,0.296440214
18,5,0.342294216
18,6,0.281879038
18,7,0.283385575
18,8,0.34179616
18,9,0.311759144
18,10,0.370303243
19,0,0.35368973
19,1,0.310335636
19,2,0.327806085
19,3,0.306074381
19,4,0.316080868
19,5,0.319723606
19,6,0.362776697
19,7,0.325736523
19,8,0.273827195
19,9,0.348932743
19,10,0.379921705
20,0,0.290972859
20,1,0.291242868
20,2,0.323072314
20,3,0.337186873
20,4,0.320966303
20,5,0.305114299
20,6,0.281485379
20,7,0.336659551
20,8,0.346455544
20,9,0.268708408
20,10,0.248787254
21,0,0.343766272
21,1,0.297631472
21,2,0.263605773
21,3,0.345194042
21,4,0.296209216
21,5,0.3425695
21,6,0.293190271
21,7,0.258859724
21,8,0.301102817
21,9,0.290757746
21,10,0.264824241
22,0,0.293323278
22,1,0.367340595
22,2,0.323698014
22,3,0.306848228
22,4,0.255468458
22,5,0.289411068
22,6,0.342694789
22,7,0.285477459
22,8,0.350675344
22,9,0.259433448
22,10,0.3555592
23,0,0.356494725
23,1,0.339550078
23,2,0.330866754
23,3,0.32378608
23,4,0.340204448
23,5,0.325767577
23,6,0.286273539
23,7,0.329756439
23,8,0.327538103
23,9,0.345101655
23,10,0.329802901
24,0,0.317283273
24,1,0.299611151
24,2,0.331250817
24,3,0.307294428
24,4,0.280418307
24,5,0.288583696
24,6,0.362464368
24,7,0.368614286
24,8,0.302439302
24,9,0.362167269
24,10,0.265305907
25,0,0.303626269
25,1,0.267824501
25,2,0.334954947
25,3,0.255104721
25,4,0.367679298
25,5,0.295782447
25,6,0.308743715
25,7,0.359772414
25,8,0.293415308
25,9,0.325318873
25,10,0.315468162
26,0,0.291927457
26,1,0.319645047
26,2,0.336944431
26,3,0.306809098
26,4,0.321712971
26,5,0.344053358
26,6,0.292233199
26,7,0.254288018
26,8,0.324379355
26,9,0.290145636
26,10,0.158078521
27,0,0.264266014
27,1,0.314082325
27,2,0.295663029
27,3,0.346562564
27,4,0.277952224
27,5,0.296846449
27,6,0.334183544
27,7,0.286965251
27,8,0.31632781
27,9,0.343352765
27,10,0.186182052
28,0,0.267121881
28,1,0.290871382
28,2,0.297349751
28,3,0.28916055
28,4,0.35050565
28,5,0.289929837
28,6,0.275048286
28,7,0.296705216
28,8,0.33009997
28,9,0.277088612
28,10,0.34608382
29,0,0.268430442
29,1,0.255918264
29,2,0.213282734
29,3,0.301169783
29,4,0.319898248
29,5,0.32828638
29,6,0.319347024
29,7,0.337121546
29,8,0.214645982
29,9,0.275280207
29,10,0.23765476
30,0,0.273041427
30,1,0.313030601
30,2,0.241160214
30,3,0.320553511
30,4,0.309111625
30,5,0.313298404
30,6,0.311654925
30,7,0.257884502
30,8,0.284723878
30,9,0.31505841
30,10,0.243807569
31,0,0.331733346
31,1,0.306062102
31,2,0.274260491
31,3,0.295339525
31,4,0.334152937
31,5,0.262800574
31,6,0.286895722
31,7,0.369559407
31,8,0.31931141
31,9,0.289254487
31,10,0.483419836
32,0,0.288496852
32,1,0.302526444
32,2,0.275031775
32,3,0.251615644
32,4,0.259120613
32,5,0.249489933
32,6,0.320165634
32,7,0.273149908
32,8,0.275536358
32,9,0.246425956
32,10,0.258758128
33,0,0.272861481
33,1,0.251656175
33,2,0.285301328
33,3,0.271369517
33,4,0.285978049
33,5,0.235162377
33,6,0.293150634
33,7,0.326287806
33,8,0.304659843
33,9,0.338784695
33,10,0.23990187
34,0,0.328882575
34,1,0.28297013
34,2,0.253364027
34,3,0.2227979
34,4,0.243735299
34,5,0.275867522
34,6,0.297606647
34,7,0.291388273
34,8,0.284538507
34,9,0.24560377
34,10,0.152799502
35,0,0.273969114
35,1,0.23199296
35,2,0.277178675
35,3,0.191291869
35,4,0.235491559
35,5,0.269539714
35,6,0.257457256
35,7,0.260832936
35,8,0.197942436
35,9,0.291426659
35,10,0.266015857
36,0,0.244486719
36,1,0.260063976
36,2,0.257119298
36,3,0.25162375
36,4,0.309917718
36,5,0.199234828
36,6,0.248460904
36,7,0.274816155
36,8,0.279610574
36,9,0.268787175
36,10,0.15979825
37,0,0.272001088
37,1,0.261400729
37,2,0.329641402
37,3,0.267322719
37,4,0.270120621
37,5,0.216768011
37,6,0.253926724
37,7,0.22016412
37,8,0.262578368
37,9,0.265759826
37,10,0.189453021
38,0,0.2546435
38,1,0.262199283
38,2,0.236301929
38,3,0.334305882
38,4,0.223302126
38,5,0.255624205
38,6,0.257171243
38,7,0.229540855
38,8,0.220809504
38,9,0.261942714
38,10,0.450020611
39,0,0.249019742
39,1,0.271690607
39,2,0.269224048
39,3,0.241964981
39,4,0.234561354
39,5,0.271539152
39,6,0.221013099
39,7,0.227202341
39,8,0.214959472
39,9,0.204214036
39,10,0.329388678
40,0,0.225959331
40,1,0.259281933
40,2,0.23926574
40,3,0.22296086
40,4,0.246908993
40,5,0.224964201
40,6,0.205594897
40,7,0.243201047
40,8,0.241457522
40,9,0.238609195
40,10,0.213863224
41,0,0.277378798
41,1,0.228272706
41,2,0.248156309
41,3,0.224463359
41,4,0.222997695
41,5,0.233380914
41,6,0.225507125
41,7,0.231456518
41,8,0.23122707
41,9,0.254146397
41,10,0.126403943
42,0,0.238155872
42,1,0.263626516
42,2,0.245274007
42,3,0.205873951
42,4,0.256578356
42,5,0.216560319
42,6,0.215538263
42,7,0.23969698
42,8,0.233045816
42,9,0.25287208
42,10,0.441690683
43,0,0.296988785
43,1,0.266254753
43,2,0.264817208
43,3,0.248886392
43,4,0.274162322
43,5,0.247359484
43,6,0.20221442
43,7,0.186933547
43,8,0.220398307
43,9,0.241062731
43,10,0.183795199
44,0,0.220992833
44,1,0.228015095
44,2,0.228789926
44,3,0.250066191
44,4,0.205859736
44,5,0.222004235
44,6,0.21019873
44,7,0.24375762
44,8,0.244414076
44,9,0.234362125
44,10,0.144397095
45,0,0.275498986
45,1,0.198215067
45,2,0.200708896
45,3,0.269984543
45,4,0.236939967
45,5,0.237926722
45,6,0.284991831
45,7,0.199205652
45,8,0.232953966
45,9,0.197937891
45,10,0.401095718
46,0,0.233079463
46,1,0.256513298
46,2,0.175576136
46,3,0.208651632
46,4,0.18303211
46,5,0.222542703
46,6,0.233263463
46,7,0.229774624
46,8,0.229483783
46,9,0.219719082
46,10,0.333162904
47,0,0.255765706
47,1,0.264029562
47,2,0.263905823
47,3,0.226557404
47,4,0.222502619
47,5,0.165578306
47,6,0.321385175
47,7,0.192882627
47,8,0.189312816
47,9,0.250268221
47,10,0.27198723
48,0,0.264406085
48,1,0.243822426
48,2,0.299504042
48,3,0.237950444
48,4,0.168541759
48,5,0.2397843
48,6,0.224384874
48,7,0.200579166
48,8,0.2013641
48,9,0.198854834
48,10,0.103556737
49,0,0.193777412
49,1,0.199012697
49,2,0.182547718
49,3,0.229709595
49,4,0.245765686
49,5,0.237928271
49,6,0.258474588
49,7,0.229999006
49,8,0.290648669
49,9,0.20726341
49,10,0.25076279
50,0,0.198919803
50,1,0.213553309
50,2,0.244491383
50,3,0.230811954
50,4,0.165535122
50,5,0.238814384
50,6,0.20820576
50,7,0.27985087
50,8,0.212638646
50,9,0.212914914
50,10,0.125474438
51,0,0.220980197
51,1,0.212946653
51,2,0.153629959
51,3,0.212414563
51,4,0.19835867
51,5,0.237912774
51,6,0.213667586
51,7,0.220439404
51,8,0.234639555
51,9,0.239524037
51,10,0.16074951
52,0,0.212561741
52,1,0.238378093
52,2,0.20410949
52,3,0.234888971
52,4,0.194267362
52,5,0.180639774
52,6,0.193065614
52,7,0.186292857
52,8,0.222011045
52,9,0.187076122
52,10,0.126596898
53,0,0.208285749
53,1,0.202713609
53,2,0.238315821
53,3,0.237413272
53,4,0.256230861
53,5,0.202164769
53,6,0.166010648
53,7,0.217486113
53,8,0.235913128
53,9,0.179605067
53,10,0.045686889
54,0,0.22303097
54,1,0.258746982
54,2,0.187634379
54,3,0.192486063
54,4,0.209357977
54,5,0.211688817
54,6,0.212960064
54,7,0.207358927
54,8,0.188640013
54,9,0.181620061
54,10,0.236419544
55,0,0.195504397
55,1,0.205732554
55,2,0.191650316
55,3,0.218574822
55,4,0.283987343
55,5,0.270400167
55,6,0.231973141
55,7,0.24724701
55,8,0.213436365
55,9,0.169029236
55,10,0.093204297
56,0,0.222309604
56,1,0.197649822
56,2,0.214724988
56,3,0.172189116
56,4,0.158141881
56,5,0.199194312
56,6,0.211234987
56,7,0.157127768
56,8,0.215377122
56,9,0.204390109
56,10,0.210192084
57,0,0.193084657
57,1,0.210752875
57,2,0.202114701
57,3,0.197434977
57,4,0.185464144
57,5,0.218267873
57,6,0.166467339
57,7,0.172875211
57,8,0.209627748
57,9,0.194365636
57,10,0.103189245
58,0,0.151322216
58,1,0.155846626
58,2,0.231886759
58,3,0.161872342
58,4,0.19968459
58,5,0.18082729
58,6,0.163425848
58,7,0.160753012
58,8,0.185901701
58,9,0.159409374
58,10,0.2518332
59,0,0.192209035
59,1,0.166770801
59,2,0.193675309
59,3,0.215985626
59,4,0.207509115
59,5,0.157471374
59,6,0.209395483
59,7,0.199398637
59,8,0.237888306
59,9,0.214576423
59,10,0.177799776
60,0,0.180419743
60,1,0.162585199
60,2,0.184418321
60,3,0.192368597
60,4,0.146197185
60,5,0.195938498
60,6,0.202703089
60,7,0.219612509
60,8,0.15360117
60,9,0.158197433
60,10,0.144073695
61,0,0.118139654
61,1,0.152413666
61,2,0.182032585
61,3,0.191691935
61,4,0.157072812
61,5,0.137082905
61,6,0.151922986
61,7,0.166628361
61,8,0.146464363
61,9,0.161531091
61,10,0.174361259
62,0,0.165388495
62,1,0.137439832
62,2,0.170797601
62,3,0.159085155
62,4,0.188952923
62,5,0.177860409
62,6,0.13819775
62,7,0.134280115
62,8,0.1477485
62,9,0.165485799
62,10,0.054445088
63,0,0.118021548
63,1,0.136969626
63,2,0.161310136
63,3,0.193652943
63,4,0.113222331
63,5,0.119728535
63,6,0.165698156
63,7,0.101787835
63,8,0.174214184
63,9,0.143232167
63,10,0.135460451
64,0,0.165162861
64,1,0.18195723
64,2,0.142998204
64,3,0.165707067
64,4,0.131906554
64,5,0.183941871
64,6,0.164437473
64,7,0.149707004
64,8,0.13211146
64,9,0.147503719
64,10,0.155032113
65,0,0.130923957
65,1,0.121370524
65,2,0.159085065
65,3,0.179112002
65,4,0.145923004
65,5,0.135140657
65,6,0.161506847
65,7,0.168705061
65,8,0.154659241
65,9,0.172321379
65,10,0.058930676
66,0,0.140083462
66,1,0.151528656
66,2,0.137881666
66,3,0.212062404
66,4,0.144902006
66,5,0.139009804
66,6,0.121797681
66,7,0.160422713
66,8,0.159627974
66,9,0.126897126
66,10,0.028256442
67,0,0.18793714
67,1,0.152841419
67,2,0.200585604
67,3,0.157634169
67,4,0.17611064
67,5,0.116688624
67,6,0.110222384
67,7,0.120125324
67,8,0.128964916
67,9,0.122232214
67,10,0.181272671
68,0,0.144421682
68,1,0.139947772
68,2,0.140675783
68,3,0.142214328
68,4,0.146751821
68,5,0.15903683
68,6,0.096062645
68,7,0.121998288
68,8,0.118534356
68,9,0.156776667
68,10,0.138783813
69,0,0.130990312
69,1,0.081209332
69,2,0.160458833
69,3,0.126428396
69,4,0.138887599
69,5,0.149301738
69,6,0.177955389
69,7,0.086289093
69,8,0.107239872
69,9,0.133855492
69,10,0.058947351
70,0,0.160341352
70,1,0.122332007
70,2,0.129506052
70,3,0.085869774
70,4,0.108252518
70,5,0.170171976
70,6,0.149826139
70,7,0.137850493
70,8,0.149105117
70,9,0.149334013
70,10,0.088129364
71,0,0.117598988
71,1,0.148891121
71,2,0.111278392
71,3,0.116823897
71,4,0.116696462
71,5,0.117578745
71,6,0.129818171
71,7,0.09166307
71,8,0.145326078
71,9,0.130777061
71,10,0.123205572
72,0,0.136287436
72,1,0.144281343
72,2,0.135872558
72,3,0.110308617
72,4,0.163468391
72,5,0.118654795
72,6,0.151569307
72,7,0.115597621
72,8,0.119174153
72,9,0.128785267
72,10,0.127233937
73,0,0.139791667
73,1,0.114403322
73,2,0.142478839
73,3,0.128992423
73,4,0.113275014
73,5,0.114248224
73,6,0.084544986
73,7,0.146125138
73,8,0.145014673
73,9,0.127958193
73,10,0.116289988
74,0,0.142997846
74,1,0.136551619
74,2,0.107586041
74,3,0.130031466
74,4,0.137766182
74,5,0.108435497
74,6,0.124148212
74,7,0.107479185
74,8,0.142296493
74,9,0.121713191
74,10,0.058977775
75,0,0.158565357
75,1,0.123338617
75,2,0.150856465
75,3,0.144438624
75,4,0.125968993
75,5,0.136397004
75,6,0.172054753
75,7,0.136099279
75,8,0.132229447
75,9,0.129615545
75,10,0.082887977
76,0,0.099036336
76,1,0.141998827
76,2,0.123324029
76,3,0.130985186
76,4,0.156198651
76,5,0.136755332
76,6,0.084645614
76,7,0.10862384
76,8,0.093550295
76,9,0.119783252
76,10,0.120075136
77,0,0.116422743
77,1,0.126119673
77,2,0.094170019
77,3,0.10883709
77,4,0.094069555
77,5,0.091862932
77,6,0.087736838
77,7,0.106602013
77,8,0.099199265
77,9,0.142198637
77,10,0.133891404
78,0,0.119504064
78,1,0.088516891
78,2,0.098243356
78,3,0.115534641
78,4,0.098760284
78,5,0.106006056
78,6,0.113880917
78,7,0.107399605
78,8,0.10637375
78,9,0.100255594
78,10,0.128312662
79,0,0.130701154
79,1,0.103576183
79,2,0.119935006
79,3,0.119457752
79,4,0.106813341
79,5,0.114200108
79,6,0.090267837
79,7,0.099587828
79,8,0.098738208
79,9,0.090740211
79,10,0.114413142
80,0,0.060999691
80,1,0.090415493
80,2,0.10973452
80,3,0.086881563
80,4,0.079809546
80,5,0.092432916
80,6,0.098806739
80,7,0.106062457
80,8,0.079329357
80,9,0.084834583
80,10,0.120425723
81,0,0.101328775
81,1,0.096516125
81,2,0.103919201
81,3,0.101121195
81,4,0.077624582
81,5,0.09432216
81,6,0.086464897
81,7,0.101626962
81,8,0.09867318
81,9,0.084416494
81,10,0.067432567
82,0,0.094753489
82,1,0.103561021
82,2,0.087781221
82,3,0.077454843
82,4,0.108286425
82,5,0.094384491
82,6,0.100812964
82,7,0.093389586
82,8,0.084923379
82,9,0.081882291
82,10,0.059708375
83,0,0.091704272
83,1,0.112537004
83,2,0.092428893
83,3,0.089365192
83,4,0.085503682
83,5,0.083758086
83,6,0.090644524
83,7,0.092334077
83,8,0.111593693
83,9,0.073995531
83,10,0.11278487
84,0,0.072894841
84,1,0.071339376
84,2,0.079954311
84,3,0.094470754
84,4,0.082835585
84,5,0.077883586
84,6,0.073522337
84,7,0.097792566
84,8,0.102080755
84,9,0.07231275
84,10,0.039776895
85,0,0.072317012
85,1,0.068081446
85,2,0.07660313
85,3,0.10608761
85,4,0.078696616
85,5,0.094269343
85,6,0.073041081
85,7,0.098272674
85,8,0.0943975
85,9,0.078049302
85,10,0.045247741
86,0,0.095464423
86,1,0.081113853
86,2,0.084193408
86,3,0.090270594
86,4,0.080966614
86,5,0.064655669
86,6,0.095066935
86,7,0.087000616
86,8,0.093128145
86,9,0.07416822
86,10,0.070451275
87,0,0.079342768
87,1,0.091186687
87,2,0.068349361
87,3,0.103639506
87,4,0.086085305
87,5,0.089239627
87,6,0.08088395
87,7,0.0920735
87,8,0.095181927
87,9,0.067145064
87,10,0.041605514
88,0,0.095434278
88,1,0.080014311
88,2,0.107645437
88,3,0.082671195
88,4,0.083600849
88,5,0.064106345
88,6,0.078078106
88,7,0.080485336
88,8,0.075252376
88,9,0.081268333
88,10,0.123408683
89,0,0.067616649
89,1,0.088020742
89,2,0.068994656
89,3,0.08400692
89,4,0.082277089
89,5,0.091230847
89,6,0.07131733
89,7,0.088742852
89,8,0.091075934
89,9,0.102251902
89,10,0.137577608
90,0,0.088808626
90,1,0.092271477
90,2,0.108936459
90,3,0.079235122
90,4,0.086728655
90,5,0.091634199
90,6,0.08475098
90,7,0.110245883
90,8,0.089439824
90,9,0.066227809
90,10,0.106959186
91,0,0.075922817
91,1,0.069587171
91,2,0.09350729
91,3,0.068021804
91,4,0.071734086
91,5,0.070088826
91,6,0.088181727
91,7,0.073785245
91,8,0.062252309
91,9,0.08818274
91,10,0.023247425
92,0,0.086499542
92,1,0.071815416
92,2,0.082598723
92,3,0.075998262
92,4,0.091452353
92,5,0.078949966
92,6,0.084280275
92,7,0.090255626
92,8,0.071299806
92,9,0.082872346
92,10,0.077639207
93,0,0.076886527
93,1,0.093807347
93,2,0.087508589
93,3,0.069404796
93,4,0.082046553
93,5,0.093816534
93,6,0.084681086
93,7,0.077776775
93,8,0.076981142
93,9,0.087473974
93,10,0.075814739
94,0,0.086832039
94,1,0.06955418
94,2,0.084608793
94,3,0.079135105
94,4,0.079939738
94,5,0.081249058
94,6,0.087126702
94,7,0.073884621
94,8,0.070587322
94,9,0.064979494
94,10,0.119534947
95,0,0.064448252
95,1,0.082178384
95,2,0.059810791
95,3,0.066483468
95,4,0.079669908
95,5,0.074898541
95,6,0.077972747
95,7,0.078456648
95,8,0.078006774
95,9,0.081068568
95,10,0.047602374
96,0,0.077564992
96,1,0.067805015
96,2,0.086669981
96,3,0.061211798
96,4,0.078254133
96,5,0.096649967
96,6,0.070677526
96,7,0.082586274
96,8,0.065376729
96,9,0.07491418
96,10,0.02293133
97,0,0.085603155
97,1,0.076606356
97,2,0.065974027
97,3,0.059610046
97,4,0.08070299
97,5,0.101634711
97,6,0.074231669
97,7,0.067311287
97,8,0.067809194
97,9,0.090646796
97,10,0.07684157
98,0,0.064732455
98,1,0.06380219
98,2,0.06009056
98,3,0.079357445
98,4,0.075500935
98,5,0.066586122
98,6,0.070954993
98,7,0.088810317
98,8,0.077189535
98,9,0.083411604
98,10,0.069948703
99,0,0.09769395
99,1,0.088675641
99,2,0.087238416
99,3,0.081352487
99,4,0.081140786
99,5,0.063237399
99,6,0.070039988
99,7,0.062123835
99,8,0.076345071
99,9,0.079596855
99,10,0.098065697
100,0,0.081761599
100,1,0.083747692
100,2,0.076346077
100,3,0.075249687
100,4,0.085199289
100,5,0.084409446
100,6,0.088665336
100,7,0.081690028
100,8,0.072668545
100,9,0.081386864
100,10,0.103188574
101,0,0.098798215
101,1,0.081174269
101,2,0.082041904
101,3,0.080972321
101,4,0.055099733
101,5,0.07096763
101,6,0.059924982
101,7,0.077495709
101,8,0.077451363
101,9,0.07681711
101,10,0.069654755
102,0,0.075708896
102,1,0.084470227
102,2,0.078336284
102,3,0.070922345
102,4,0.090121768
102,5,0.065540493
102,6,0.067482114
102,7,0.068408109
102,8,0.063331179
102,9,0.069106773
102,10,0.082377151
103,0,0.104103059
103,1,0.076656751
103,2,0.093713358
103,3,0.088969305
103,4,0.07837227
103,5,0.076709419
103,6,0.072113886
103,7,0.072547838
103,8,0.085179225
103,9,0.095644481
103,10,0.062475756
104,0,0.0613226
104,1,0.081270903
104,2,0.095201492
104,3,0.072782621
104,4,0.079388916
104,5,0.065933704
104,6,0.071728855
104,7,0.080508232
104,8,0.05937098
104,9,0.054208443
104,10,0.058988113
105,0,0.08638306
105,1,0.060927026
105,2,0.077565745
105,3,0.06929902
105,4,0.067111723
105,5,0.063417681
105,6,0.078430369
105,7,0.061034575
105,8,0.062834017
105,9,0.053728424
105,10,0.055283047
106,0,0.072922684
106,1,0.079339191
106,2,0.061726615
106,3,0.06704662
106,4,0.072632343
106,5,0.063477904
106,6,0.062797233
106,7,0.056762539
106,8,0.074562714
106,9,0.087634504
106,10,0.037099712
107,0,0.07009767
107,1,0.060736135
107,2,0.065312132
107,3,0.081789196
107,4,0.071219131
107,5,0.087478533
107,6,0.078126885
107,7,0.074781686
107,8,0.066872366
107,9,0.062092476
107,10,0.059490588
108,0,0.086024143
108,1,0.052259266
108,2,0.063953809
108,3,0.097889073
108,4,0.081038535
108,5,0.067015022
108,6,0.071083903
108,7,0.069588579
108,8,0.062924735
108,9,0.06395115
108,10,0.037949659
109,0,0.06029341
109,1,0.069832265
109,2,0.083600312
109,3,0.075694129
109,4,0.082923755
109,5,0.074943721
109,6,0.072200775
109,7,0.060090538
109,8,0.072614156
109,9,0.073403172
109,10,0.078108795
110,0,0.052267224
110,1,0.072371185
110,2,0.081534773
110,3,0.061604101
110,4,0.068479098
110,5,0.07520479
110,6,0.081455961
110,7,0.081364416
110,8,0.07679154
110,9,0.077412575
110,10,0.092930004
111,0,0.076232359
111,1,0.083340332
111,2,0.076724671
111,3,0.073357992
111,4,0.075780138
111,5,0.087946817
111,6,0.067950055
111,7,0.056976259
111,8,0.07647749
111,9,0.071024455
111,10,0.041930247
112,0,0.067034602
112,1,0.073078312
112,2,0.079317763
112,3,0.075354949
112,4,0.075875834
112,5,0.078972772
112,6,0.071347922
112,7,0.056977086
112,8,0.07300929
112,9,0.075901523
112,10,0.042448323
113,0,0.069075003
113,1,0.07543014
113,2,0.064432189
113,3,0.065170377
113,4,0.079128049
113,5,0.056970343
113,6,0.059529737
113,7,0.076659217
113,8,0.087037921
113,9,0.074789308
113,10,0.107792422
114,0,0.079301119
114,1,0.061350435
114,2,0.06763941
114,3,0.070713334
114,4,0.075870171
114,5,0.07645271
114,6,0.073163666
114,7,0.073184237
114,8,0.065826282
114,9,0.081233799
114,10,0.061239317
115,0,0.079579055
115,1,0.074667305
115,2,0.067670956
115,3,0.065268092
115,4,0.064159483
115,5,0.068485297
115,6,0.066702984
115,7,0.06744054
115,8,0.064675115
115,9,0.067848787
115,10,0.038706668
116,0,0.066792391
116,1,0.078748927
116,2,0.073810034
116,3,0.049988437
116,4,0.073893815
116,5,0.073723122
116,6,0.064452343
116,7,0.079182506
116,8,0.073776647
116,9,0.071230277
116,10,0.051003486
117,0,0.068148822
117,1,0.067535676
117,2,0.060273379
117,3,0.07584364
117,4,0.070772976
117,5,0.062153794
117,6,0.068906471
117,7,0.064081989
117,8,0.063671947
117,9,0.074324884
117,10,0.075478293
118,0,0.065302663
118,1,0.069536082
118,2,0.075003579
118,3,0.056991011
118,4,0.07415159
118,5,0.076145053
118,6,0.058628183
118,7,0.060644791
118,8,0.060691789
118,9,0.071645021
118,10,0.081902392
119,0,0.066266492
119,1,0.060943786
119,2,0.066065572
119,3,0.064272411
119,4,0.067858756
119,5,0.057425991
119,6,0.054184478
119,7,0.08013159
119,8,0.059876665
119,9,0.060627818
119,10,0.132884994
120,0,0.081825435
120,1,0.062438108
120,2,0.063566886
120,3,0.079468697
120,4,0.068196014
120,5,0.070639446
120,6,0.06328848
120,7,0.083307385
120,8,0.052993603
120,9,0.064525142
120,10,0.042621303
121,0,0.06666778
121,1,0.058015287
121,2,0.056563884
121,3,0.071113683
121,4,0.051447213
121,5,0.064528719
121,6,0.060976278
121,7,0.088934511
121,8,0.065796375
121,9,0.051307224
121,10,0.051198307
122,0,0.060480405
122,1,0.065906465
122,2,0.059126191
122,3,0.057124544
122,4,0.067403719
122,5,0.050115563
122,6,0.057346404
122,7,0.057883263
122,8,0.067731515
122,9,0.060133241
122,10,0.072228275
123,0,0.064196974
123,1,0.060276799
123,2,0.065981507
123,3,0.063961715
123,4,0.058910623
123,5,0.049348868
123,6,0.052209727
123,7,0.065733485
123,8,0.059295952
123,9,0.056294821
123,10,0.048902508
124,0,0.069678351
124,1,0.066423327
124,2,0.053229641
124,3,0.05250144
124,4,0.053546913
124,5,0.061519973
124,6,0.053100955
124,7,0.061878528
124,8,0.04402256
124,9,0.059383038
124,10,0.067678399
125,0,0.062152743
125,1,0.052371301
125,2,0.0614512
125,3,0.071123719
125,4,0.048341323
125,5,0.054821238
125,6,0.058070567
125,7,0.05273661
125,8,0.052916341
125,9,0.044296727
125,10,0.065390915
126,0,0.054313965
126,1,0.055745617
126,2,0.052037217
126,3,0.06440217
126,4,0.057702266
126,5,0.049359765
126,6,0.050375521
126,7,0.052860595
126,8,0.055249479
126,9,0.062479477
126,10,0.077020079
