Epoch,Iteration,Loss
0,0,0.532217503
0,1,0.510615587
0,2,0.592053652
0,3,0.551656306
0,4,0.502564609
0,5,0.50682056
0,6,0.517522693
0,7,0.480332643
0,8,0.534031034
0,9,0.512860775
0,10,0.512038648
0,11,0.498246223
0,12,0.605230212
1,0,0.52489841
1,1,0.501239717
1,2,0.505948663
1,3,0.50009656
1,4,0.548195004
1,5,0.539361596
1,6,0.480529219
1,7,0.466713786
1,8,0.498247355
1,9,0.496467978
1,10,0.503879309
1,11,0.509869814
1,12,0.523524404
2,0,0.527954996
2,1,0.486363351
2,2,0.534015059
2,3,0.513838708
2,4,0.513177991
2,5,0.511162817
2,6,0.451739371
2,7,0.453165531
2,8,0.464653015
2,9,0.479249805
2,10,0.429858863
2,11,0.520656705
2,12,0.432148993
3,0,0.496510029
3,1,0.490440995
3,2,0.51088202
3,3,0.480440378
3,4,0.558116972
3,5,0.438454539
3,6,0.481927246
3,7,0.496219337
3,8,0.473285139
3,9,0.433921665
3,10,0.470653534
3,11,0.402329445
3,12,0.384744346
4,0,0.479880512
4,1,0.545490563
4,2,0.415846825
4,3,0.463156521
4,4,0.446015835
4,5,0.406982124
4,6,0.425916135
4,7,0.444418192
4,8,0.399299741
4,9,0.393717349
4,10,0.410792708
4,11,0.423423141
4,12,0.314335227
5,0,0.377526343
5,1,0.391612679
5,2,0.43273896
5,3,0.390734136
5,4,0.384622514
5,5,0.392513573
5,6,0.380778462
5,7,0.419100314
5,8,0.390696228
5,9,0.398034304
5,10,0.377079844
5,11,0.410815179
5,12,0.299480796
6,0,0.415960252
6,1,0.324189484
6,2,0.386080623
6,3,0.37539345
6,4,0.378004402
6,5,0.379288137
6,6,0.390529394
6,7,0.353359401
6,8,0.348559171
6,9,0.373398125
6,10,0.368983388
6,11,0.37790525
6,12,0.521051168
7,0,0.419133574
7,1,0.356901824
7,2,0.395085424
7,3,0.366685212
7,4,0.404364407
7,5,0.340200484
7,6,0.36041972
7,7,0.378256381
7,8,0.324233502
7,9,0.316977441
7,10,0.321219206
7,11,0.277146757
7,12,0.247043416
8,0,0.32553637
8,1,0.34168312
8,2,0.293683529
8,3,0.346756339
8,4,0.321383297
8,5,0.381503284
8,6,0.316681623
8,7,0.357431591
8,8,0.300642878
8,9,0.331841737
8,10,0.345636427
8,11,0.327495188
8,12,0.270870954
9,0,0.36113283
9,1,0.291715413
9,2,0.311085582
9,3,0.326905489
9,4,0.305810511
9,5,0.321249604
9,6,0.352336377
9,7,0.326654404
9,8,0.345415205
9,9,0.262455732
9,10,0.29297182
9,11,0.31908536
9,12,0.334333658
10,0,0.314631194
10,1,0.270129442
10,2,0.327473462
10,3,0.342327774
10,4,0.295180291
10,5,0.318087518
10,6,0.270504534
10,7,0.293431878
10,8,0.296809196
10,9,0.309624434
10,10,0.335565746
10,11,0.265801787
10,12,0.350570738
11,0,0.332515895
11,1,0.304338843
11,2,0.292169571
11,3,0.274995983
11,4,0.275287688
11,5,0.276539624
11,6,0.280033976
11,7,0.351464063
11,8,0.290404916
11,9,0.266603678
11,10,0.285728276
11,11,0.266448855
11,12,0.235423833
12,0,0.292554885
12,1,0.279298186
12,2,0.3175264
12,3,0.237332284
12,4,0.269723594
12,5,0.240401208
12,6,0.300003231
12,7,0.311960995
12,8,0.269542098
12,9,0.268417478
12,10,0.27190268
12,11,0.253915191
12,12,0.304772168
13,0,0.261961758
13,1,0.310475588
13,2,0.310030907
13,3,0.24626562
13,4,0.278962374
13,5,0.246482059
13,6,0.270020276
13,7,0.300360948
13,8,0.301239491
13,9,0.239065751
13,10,0.272228479
13,11,0.247427404
13,12,0.229316711
14,0,0.311437666
14,1,0.270773083
14,2,0.249097705
14,3,0.239256233
14,4,0.227470726
14,5,0.290492117
14,6,0.23629491
14,7,0.296010971
14,8,0.288737863
14,9,0.246373743
14,10,0.275243074
14,11,0.204401404
14,12,0.332185149
15,0,0.216870248
15,1,0.267280936
15,2,0.279832035
15,3,0.303490996
15,4,0.291112989
15,5,0.28517729
15,6,0.248756796
15,7,0.232976735
15,8,0.255127877
15,9,0.261818767
15,10,0.208833724
15,11,0.200835258
15,12,0.29240346
16,0,0.260598063
16,1,0.272395968
16,2,0.228625506
16,3,0.228674188
16,4,0.290305197
16,5,0.283392727
16,6,0.289954424
16,7,0.275475204
16,8,0.27122274
16,9,0.206262872
16,10,0.240264073
16,11,0.253238142
16,12,0.163036257
17,0,0.271296084
17,1,0.199282974
17,2,0.231088907
17,3,0.3149077
17,4,0.209250718
17,5,0.244399637
17,6,0.210676402
17,7,0.270422608
17,8,0.207614362
17,9,0.281577975
17,10,0.246647313
17,11,0.280191302
17,12,0.159744084
18,0,0.202867359
18,1,0.25646174
18,2,0.212515563
18,3,0.243280053
18,4,0.250903249
18,5,0.28237772
18,6,0.218859226
18,7,0.247249469
18,8,0.26291585
18,9,0.267451465
18,10,0.240466058
18,11,0.243133396
18,12,0.228820384
19,0,0.283449978
19,1,0.233443052
19,2,0.20697698
19,3,0.199080184
19,4,0.229455352
19,5,0.214546114
19,6,0.244478092
19,7,0.196719155
19,8,0.229055583
19,9,0.212886617
19,10,0.20619601
19,11,0.213313177
19,12,0.172246382
20,0,0.230957821
20,1,0.229880467
20,2,0.231938943
20,3,0.267430007
20,4,0.2225703
20,5,0.22626771
20,6,0.214024335
20,7,0.275002092
20,8,0.258533508
20,9,0.228010505
20,10,0.237337321
20,11,0.247785062
20,12,0.266520381
21,0,0.177442089
21,1,0.198462456
21,2,0.257652104
21,3,0.188296437
21,4,0.220334843
21,5,0.233159959
21,6,0.225424439
21,7,0.213048458
21,8,0.21551843
21,9,0.228867799
21,10,0.214858741
21,11,0.279189616
21,12,0.303970069
22,0,0.22401002
22,1,0.195985496
22,2,0.240780219
22,3,0.191263497
22,4,0.25228107
22,5,0.204493821
22,6,0.220885962
22,7,0.263175935
22,8,0.234369904
22,9,0.219066679
22,10,0.241004363
22,11,0.229424953
22,12,0.310722828
23,0,0.198077887
23,1,0.24132359
23,2,0.214929834
23,3,0.218514398
23,4,0.276161194
23,5,0.207411021
23,6,0.283427894
23,7,0.20616132
23,8,0.188316181
23,9,0.205205843
23,10,0.209871098
23,11,0.257075042
23,12,0.250934839
24,0,0.266747206
24,1,0.211106211
24,2,0.217666566
24,3,0.24259457
24,4,0.225871146
24,5,0.208130822
24,6,0.191623002
24,7,0.194250166
24,8,0.197991922
24,9,0.2492975
24,10,0.241669402
24,11,0.198700264
24,12,0.148780555
25,0,0.171643347
25,1,0.171075165
25,2,0.20185186
25,3,0.246023834
25,4,0.235789299
25,5,0.250633597
25,6,0.21172756
25,7,0.208757728
25,8,0.222729594
25,9,0.220843777
25,10,0.15003559
25,11,0.233469769
25,12,0.28277874
26,0,0.189836919
26,1,0.174300581
26,2,0.200871006
26,3,0.201738268
26,4,0.192312524
26,5,0.204006612
26,6,0.194768846
26,7,0.225998864
26,8,0.204579994
26,9,0.200512111
26,10,0.204306081
26,11,0.193298385
26,12,0.143264428
27,0,0.225976437
27,1,0.190576285
27,2,0.163026512
27,3,0.178739905
27,4,0.224356547
27,5,0.221757025
27,6,0.184070498
27,7,0.1735847
27,8,0.175589427
27,9,0.154371947
27,10,0.197739631
27,11,0.223641723
27,12,0.185555667
28,0,0.219341636
28,1,0.194457695
28,2,0.149981514
28,3,0.205558732
28,4,0.201334625
28,5,0.151520059
28,6,0.191013545
28,7,0.192938447
28,8,0.20967631
28,9,0.190173417
28,10,0.155151278
28,11,0.183440313
28,12,0.16913721
29,0,0.24225603
29,1,0.200099617
29,2,0.18466875
29,3,0.14205119
29,4,0.191558912
29,5,0.16444239
29,6,0.18679589
29,7,0.182035968
29,8,0.178585351
29,9,0.185824692
29,10,0.144856662
29,11,0.148861021
29,12,0.186894119
30,0,0.187535614
30,1,0.194082558
30,2,0.165044367
30,3,0.212948635
30,4,0.166193351
30,5,0.176095173
30,6,0.195089638
30,7,0.167757496
30,8,0.170630008
30,9,0.176160067
30,10,0.143157616
30,11,0.231263772
30,12,0.14589493
31,0,0.157726541
31,1,0.179512545
31,2,0.148391932
31,3,0.223684743
31,4,0.163239062
31,5,0.202159822
31,6,0.192314401
31,7,0.167982474
31,8,0.211008489
31,9,0.164949328
31,10,0.201884896
31,11,0.192159578
31,12,0.127732933
32,0,0.191377997
32,1,0.163380384
32,2,0.16454193
32,3,0.170496762
32,4,0.156570077
32,5,0.16917488
32,6,0.190669835
32,7,0.149353072
32,8,0.131049871
32,9,0.142364174
32,10,0.158330798
32,11,0.174261957
32,12,0.171775877
33,0,0.186478227
33,1,0.152825207
33,2,0.192492798
33,3,0.196884423
33,4,0.16246511
33,5,0.164748043
33,6,0.195965201
33,7,0.173905686
33,8,0.231125951
33,9,0.156861007
33,10,0.171141833
33,11,0.190213591
33,12,0.151407152
34,0,0.186150193
34,1,0.184581578
34,2,0.150259212
34,3,0.202494934
34,4,0.14737317
34,5,0.136593059
34,6,0.151954547
34,7,0.151284322
34,8,0.149983257
34,9,0.163390517
34,10,0.168697953
34,11,0.147896633
34,12,0.084391922
35,0,0.215903699
35,1,0.146717936
35,2,0.178878099
35,3,0.19539398
35,4,0.160762608
35,5,0.13727349
35,6,0.196189135
35,7,0.147453934
35,8,0.171070904
35,9,0.19958055
35,10,0.159345537
35,11,0.224268079
35,12,0.144978613
36,0,0.161678463
36,1,0.170577586
36,2,0.139680743
36,3,0.178302094
36,4,0.16195187
36,5,0.142823443
36,6,0.15769881
36,7,0.160855174
36,8,0.160955608
36,9,0.181949899
36,10,0.119180329
36,11,0.162550732
36,12,0.18421182
37,0,0.158043057
37,1,0.164413482
37,2,0.14854449
37,3,0.147755057
37,4,0.147503436
37,5,0.182034552
37,6,0.182673335
37,7,0.177590519
37,8,0.134117514
37,9,0.170874029
37,10,0.162535951
37,11,0.136793539
37,12,0.137238681
38,0,0.162247449
38,1,0.140183195
38,2,0.13166061
38,3,0.151502252
38,4,0.126407087
38,5,0.208585218
38,6,0.162141174
38,7,0.151687577
38,8,0.127649143
38,9,0.131720036
38,10,0.15276593
38,11,0.170011088
38,12,0.158970445
39,0,0.158457369
39,1,0.112993769
39,2,0.117246635
39,3,0.185274825
39,4,0.156346858
39,5,0.162299186
39,6,0.130463019
39,7,0.132787719
39,8,0.176815435
39,9,0.14410685
39,10,0.138981417
39,11,0.136095881
39,12,0.10102056
40,0,0.216909543
40,1,0.143694341
40,2,0.15449813
40,3,0.133762807
