Epoch,Iteration,Loss
0,0,0.381123781
0,1,0.436321497
0,2,0.429289639
0,3,0.395403445
0,4,0.467747509
0,5,0.390118927
0,6,0.411937326
0,7,0.374899983
0,8,0.433319211
0,9,0.358067095
0,10,0.461170167
0,11,0.3895123
0,12,0.394391149
1,0,0.431902796
1,1,0.405393451
1,2,0.43283993
1,3,0.363629073
1,4,0.352844834
1,5,0.414500207
1,6,0.38795495
1,7,0.376866758
1,8,0.369472325
1,9,0.43458128
1,10,0.420837522
1,11,0.373442024
1,12,0.321192116
2,0,0.399725437
2,1,0.336117834
2,2,0.410499215
2,3,0.339761913
2,4,0.388733566
2,5,0.343917429
2,6,0.353390872
2,7,0.318673581
2,8,0.384046614
2,9,0.394074947
2,10,0.368539572
2,11,0.395208448
2,12,0.342416197
3,0,0.362255037
3,1,0.347154945
3,2,0.370455444
3,3,0.367700994
3,4,0.350150287
3,5,0.365463376
3,6,0.318644762
3,7,0.393714249
3,8,0.357775837
3,9,0.336160898
3,10,0.343861699
3,11,0.370839447
3,12,0.364432961
4,0,0.304005712
4,1,0.371430278
4,2,0.325316757
4,3,0.293506026
4,4,0.331653655
4,5,0.355576992
4,6,0.346570492
4,7,0.365202755
4,8,0.345273137
4,9,0.305350065
4,10,0.360553443
4,11,0.375569344
4,12,0.368679225
5,0,0.398073107
5,1,0.327826768
5,2,0.342815101
5,3,0.327265829
5,4,0.357217222
5,5,0.394439548
5,6,0.348553121
5,7,0.368632138
5,8,0.390120924
5,9,0.391659766
5,10,0.38321197
5,11,0.368141055
5,12,0.335180879
6,0,0.325583816
6,1,0.32698229
6,2,0.392267227
6,3,0.342902869
6,4,0.389904439
6,5,0.347506285
6,6,0.315442771
6,7,0.339270175
6,8,0.327536643
6,9,0.314719379
6,10,0.318222344
6,11,0.359984666
6,12,0.344024181
7,0,0.363533318
7,1,0.319399327
7,2,0.339951694
7,3,0.304078966
7,4,0.349251807
7,5,0.359177649
7,6,0.333929956
7,7,0.375390172
7,8,0.339423954
7,9,0.362480968
7,10,0.368575454
7,11,0.38016966
7,12,0.398194194
8,0,0.346841514
8,1,0.353887022
8,2,0.385366887
8,3,0.318158031
8,4,0.355880976
8,5,0.301654816
8,6,0.368893445
8,7,0.359210014
8,8,0.367020428
8,9,0.363276005
8,10,0.360701233
8,11,0.378611326
8,12,0.308833987
9,0,0.350452811
9,1,0.32140702
9,2,0.328441471
9,3,0.309231281
9,4,0.386740506
9,5,0.309950829
9,6,0.30808121
9,7,0.355301738
9,8,0.34001109
9,9,0.353762567
9,10,0.326357722
9,11,0.290205747
9,12,0.342893422
10,0,0.319149554
10,1,0.357239008
10,2,0.41091603
10,3,0.357634604
10,4,0.359963119
10,5,0.333966196
10,6,0.337946475
10,7,0.323683172
10,8,0.318093628
10,9,0.350271434
10,10,0.323023856
10,11,0.35104239
10,12,0.321666002
11,0,0.338872135
11,1,0.348149419
11,2,0.387419432
11,3,0.327665538
11,4,0.337620795
11,5,0.30201304
11,6,0.336958826
11,7,0.262069523
11,8,0.33273685
11,9,0.348074079
11,10,0.35946697
11,11,0.346384704
11,12,0.326011688
12,0,0.290886223
12,1,0.297898412
12,2,0.381690592
12,3,0.342892319
12,4,0.358612955
12,5,0.357489824
12,6,0.336142331
12,7,0.293866694
12,8,0.329305947
12,9,0.368089199
12,10,0.312339604
12,11,0.309373379
12,12,0.302103221
13,0,0.334459543
13,1,0.316064715
13,2,0.27104938
13,3,0.299416453
13,4,0.326314628
13,5,0.353496462
13,6,0.297653258
13,7,0.347242713
13,8,0.292641401
13,9,0.308724612
13,10,0.343294859
13,11,0.282390118
13,12,0.336171657
14,0,0.299744993
14,1,0.306304455
14,2,0.274140418
14,3,0.312849522
14,4,0.310724795
14,5,0.333456218
14,6,0.278136611
14,7,0.301379532
14,8,0.244885474
14,9,0.312078595
14,10,0.294706225
14,11,0.291842431
14,12,0.298422188
15,0,0.334177315
15,1,0.307143569
15,2,0.240986139
15,3,0.235361993
15,4,0.289745241
15,5,0.27172333
15,6,0.29904753
15,7,0.296511173
15,8,0.307495713
15,9,0.287779838
15,10,0.279165983
15,11,0.330477387
15,12,0.252348363
16,0,0.334407508
16,1,0.287226468
16,2,0.260344118
16,3,0.282671154
16,4,0.255047679
16,5,0.262538731
16,6,0.254293889
16,7,0.265372545
16,8,0.268665791
16,9,0.218965575
16,10,0.296684593
16,11,0.268871278
16,12,0.326615751
17,0,0.328889042
17,1,0.318611145
17,2,0.238962501
17,3,0.278194457
17,4,0.224450082
17,5,0.218646109
17,6,0.259171873
17,7,0.302611291
17,8,0.284942925
17,9,0.281214237
17,10,0.256631136
17,11,0.237341374
17,12,0.246116459
18,0,0.255259335
18,1,0.176428348
18,2,0.256137788
18,3,0.223444238
18,4,0.243128896
18,5,0.262341976
18,6,0.267156154
18,7,0.259183764
18,8,0.252729297
18,9,0.278106987
18,10,0.258726954
18,11,0.213141203
18,12,0.285373032
19,0,0.251482934
19,1,0.25304991
19,2,0.228056893
19,3,0.267307818
19,4,0.247862801
19,5,0.225715011
19,6,0.251905918
19,7,0.283192724
19,8,0.296835423
19,9,0.195648402
19,10,0.256233811
19,11,0.236637831
19,12,0.341360182
20,0,0.223698869
20,1,0.181262225
20,2,0.166055322
20,3,0.272550792
20,4,0.285980761
20,5,0.244326174
20,6,0.194999948
20,7,0.23389864
20,8,0.222752392
20,9,0.280376345
20,10,0.267401457
20,11,0.211386651
20,12,0.120060407
21,0,0.224499509
21,1,0.244736254
21,2,0.202828616
21,3,0.262103856
21,4,0.172462285
21,5,0.258764744
21,6,0.21211639
21,7,0.219181389
21,8,0.158800274
21,9,0.218715131
21,10,0.174023911
21,11,0.205283463
21,12,0.196538076
22,0,0.214459926
22,1,0.202001631
22,2,0.231020734
22,3,0.220098272
22,4,0.200974703
22,5,0.201872841
22,6,0.175631747
22,7,0.197563171
22,8,0.196830899
22,9,0.160360903
22,10,0.192030102
22,11,0.191029117
22,12,0.190902561
23,0,0.167799398
23,1,0.214098915
23,2,0.168006212
23,3,0.182399184
23,4,0.195294842
23,5,0.18695958
23,6,0.175153419
23,7,0.139206737
23,8,0.208183736
23,9,0.180375174
23,10,0.174604997
23,11,0.200841576
23,12,0.155003086
24,0,0.187939122
24,1,0.172711924
24,2,0.181666255
24,3,0.219279647
24,4,0.208877966
24,5,0.166866034
24,6,0.172967166
24,7,0.158434808
24,8,0.206513047
24,9,0.278531313
24,10,0.181167036
24,11,0.187030107
24,12,0.190580755
25,0,0.165023625
25,1,0.163769975
25,2,0.212220341
25,3,0.140934646
25,4,0.204683438
25,5,0.21254155
25,6,0.232176214
25,7,0.164431736
25,8,0.198158041
25,9,0.161104262
25,10,0.099599622
25,11,0.18041563
25,12,0.236827165
26,0,0.147922143
26,1,0.152395487
26,2,0.158681825
26,3,0.143041074
26,4,0.158808112
26,5,0.202341959
26,6,0.205922276
26,7,0.160256028
26,8,0.163071722
26,9,0.176377594
26,10,0.173821449
26,11,0.138107374
26,12,0.129194543
27,0,0.160031021
27,1,0.185553864
27,2,0.143278331
27,3,0.187303454
27,4,0.161077112
27,5,0.154927671
27,6,0.203861192
27,7,0.160696119
27,8,0.131938487
27,9,0.162256658
27,10,0.126956999
27,11,0.115045816
27,12,0.154358611
28,0,0.115862787
28,1,0.160614446
28,2,0.16169773
28,3,0.122050665
28,4,0.138518468
28,5,0.163978994
28,6,0.154741198
28,7,0.162164465
28,8,0.164296001
28,9,0.178754389
28,10,0.095299289
28,11,0.14903152
28,12,0.124243863
29,0,0.115626812
29,1,0.119793415
